id,B,Body,Label
1476,1476,"Kullanışlı, tavsiye ederim",1
2385,2385,Kutu icerigi tam geliyor. Bu fiyata en mantikli telefon modeli bence.,1
1790,1790,Kutudan şeffaf kılıfta çıktı,1
2335,2335,"Kutusunda hasarsız bir şekilde geldi, yıllarca başka mouse kullandıktan sonra ele ilk alınca farklı geliyor ama zamanla alışılıyor. 2-3 aydır kullanıyorum bir problem yaşamadım",1
1756,1756,Kötü cihaz iPhone dan şaşmayın,1
2239,2239,Küçük bir çanta baya küçük memnun değilim,1
2325,2325,Küçük onun dışında iyi,1
1947,1947,Kısa bir sürede elime geçti telefon hepsiburada işini gerçekten güzel yapıyor telefon xiaomi türkiye garantili geliyor gönül rahatlıyla alabilirsiniz,1
1975,1975,Kızıma karne hediyesi olarak aldım. Piyasadaki bir çok telefondan iyi,1
1435,1435,Kızımla birlikte sürekli beğenerek kullandığımız bir marka.,1
2383,2383,"Lite ile bunun arasında bariz kalite farkı var. Lite dan çalmışlar da çalmışlar. En kötü özelliği ise hoparlörü gercekten berbat bir ses çıkarıyor. Bir de kaba ne cebe ne araca sigmiyor onun dışında güzel bir telefon ama aradaki farka değer mi size kalmis. Biraz da sarjindan bahsedeyim. Lite modeli de ilkin sarj konusunda kotuydu hızlı sarj ozelligini kapattiktan sonra telefon 25-26 saat açıkken 9 saat ekran görüntüsü alıyordum. Yani sarj konusunda memnundum. Ancak genel itibariyla bir turlu isinamadim ve satip note 10 aldim. Note 10 gercekten kaliteli. Ekrani, kamerasi hele hoparloru. Bunda muzik dinlemek ayri bir sey. Gelelim cok merak edilen benim de almakta cok kararsiz kaldigim batarya konusuna. Bu telefonu da alir almaz hizli sarj ozelligini kapattim. İlk gunler full sarji 3-4 saatte bitiriyordu. Bir saatte %100 den %90 a düşüyordu on dakikalık kullanımda. Tam pisman oluyorken batarya doldukca kendine geldi ve ayni lite daki gibi 23-24 saat acikken 9 saati asan ekran aliyorum. Bu bataryaya bence cok bile. Hizli sarji kapatin ve yuzde 1 de iken sarj edin zaten 1 saat 48 dakikada sarj oluyor. Dogru bir yontem mi bilmiyorum ama ben boyle yaptim ve bataryadan memnunum suan. İki model arasinda kalan varsa umarim islerine yarar tecrubelerim. Ben kesinlikle note 10 diyorum. Ha olumsuz ozelligi ekranin edge olmasi not almayi zorlastiriyor biraz.",1
2279,2279,Logitech kalitesi ve çok uygun fiyatlı.,1
2306,2306,Logitech kalitesi. İçinden GP pil çıktı. Gayet hafif ve rahat.,1
2364,2364,Logitech marka ilk kez kullanıyorum. Mouse çok şık ergonomosi ele oturuşu güzel. Tek bir pille çalışması avantaj. Açma kapama tuşu var. Altında kırmızı ışık yok ki bu çok iyi. Algılayıcısını takar takmaz çalışıyor. Program yükleme ya da tanımlama derdi yok. Fiyatına göre gayet başarılı. Düşünmeden alın derim.,1
2250,2250,Logitech zaten beğendiğim bir marka. Kargo ve paketleme de gayet güzeldi.,1
1422,1422,Loreal satıcısından aldim. Özenli paketleme ve göndermiş olduğu küçük hediyeler için çok teşekkür ederim.,1
1544,1544,Loreal türkiye adlı satıcıdan rimel ve maskara aldım ürünler korumalı bir şekilde tam vaktinde geldi içine hediye de koymuşlar çok memnun kaldım teşekkürler,1
2491,2491,Lorealin bir çok rimeli gibi gayet başarılı  .Kargo çok hızlı geldi.Teşekkürler hepsiburada,1
2230,2230,Maalesef çok küçük.ayakkabi ile kombin olsun diye aldım ama ayakkabı bile yanında büyük kaldı.aciklamalarda ölçüleri yazsaydi yanimazdim.kalite olarak ta orta.,1
1350,1350,"Madem bu kadar etkili bir maskara yapılabiliyordu neden daha önce yapılmadı diye düşündürdü. Gerçekten tek katla bile doğal, tek tek ayrılan, gökyüzüne uzanan kirpik etkisini veriyor. İkinci katta da topaklanma yok, dolgunluk, kıvrım ve ekstra uzunluk var. Tek yıldızı iki nedenden kırıyorum, birincisi ürünü temizledikten sonra bile hala göz altına pul pul dökülme yapıyor. Suda çıkmayan maskaralardaki gibi, temizlemesi biraz zahmetli  geldi bana bu açıdan. Öte yandan hafif yağmurlu havada birkaç kez başıma geldi, hemen aktı ve göz kapağıma ve göz altıma bulaşma yaptı. Bu çelişkiyi anlayamadım. Acaba benim gibi deneyimler yaşayan oldu mu meraktayım.",1
1798,1798,"Makul fiyatlı, orjinal, kaliteli ve güvenli, iyi alışverişler...",1
2490,2490,"Makyaj çantanızda bulunması gereken bir ürün ,ben ilk kullanımda memnun kaldım",1
1483,1483,Markadan daha iyi bir ürün beklerdim. Ama iş görür,1
1357,1357,Maskara çoook iyiymiş gönül rahatlığıyla alın hediye için de ayrıca teşekkürler,1
2276,2276,Mause en kalitelisi bence,1
1596,1596,Maybeline kalitesi,1
1692,1692,Maybelline markası kullanan biri olarak hiç beğenmedim dışı ile ici çok farklı yorumlar güzel ama maalesef  ürün gelince kullandigim ürünle hiç alakası yok kokusu bile farklı çok sıradan kötü kokuyor,1
2063,2063,Mağazaya hizmetinden dolayı teşekkürler.Ürünün orjinalliğinden paketlemeye ve kargoya her şey çok iyiydi.Fiyat olarak bakıldığında orjinal bir ürünü en uygun alabileceğiniz yer.Müthiş.Kuşkuya düşmeyin niyetiniz varsa satın alın derim.,1
2133,2133,Memnun kaldık fiyatı daha uygun,1
1886,1886,"Mi Store den aldım. Redmi note 7 de kullanıyorum. Note 7 de olan kamera bölümünde doygunluk, keskinlik gibi ayarları note 8 den kaldırmışlar, açıkçası note 7 ile arasinda pek bir fark yok. Pil olarak note 7 den daha iyi o da işlemciyle uyumu. Kamerası aksam cekiminde oda ışığında note 7 ye gore biraz daha parlak çıkıyor. Ayar olmadığı icinde bu engellenemiyor. Bunlar dışında note7 ile aralarinda fark yok. Bir artısı da içinden çıkan kılıfı. Note 7 nin icinden cikan kilif kamerayi korumuyordu. Note 8 de bunu dikkate almışlar. Kamerayi saran bir kilif koymuslar kutunun icine. Note 7 ve 8 arasinda 100 lira fark var. Tercih sizin.",1
2336,2336,Mouse güzel ürün paketleme iyi   memnunum  zaten bu markayı kullanıyordum farklı model aldım güzel,1
1389,1389,Muhteşem 😍,1
2138,2138,Mukemmel kulaklik ses kalitesi ve sesli konusma mukemmel,1
2168,2168,MÜKEMMEL BİR ÜRÜN,1
1417,1417,Mükemmel ama çok sulu sürüyorum 15 dkk kurumasını bekliyorum öyle kırpmadan😂,1
2083,2083,Mükemmel bi ses kalitesi muazzam bi his teşekkürler,1
2376,2376,Mükemmel bi ürün şiddetlen tavsiye ediyorum,1
1356,1356,"Mükemmel bir maskara. Benim kirpiklerim uzun ama aşağıya doğru olduğu için yukarı kalkmıyordu, kalksa bile 10 dk sonra geri aşağıya düşüyordu, ama bu maskara o kadar çok kaldırdı ki kirpiklerimi niye daha önceden almamışım diye kızdım kendime. MÜKEMMEL !",1
1377,1377,Mükemmel bir rimel tek kullanımda bile etkili bayıldım.,1
2502,2502,Mükemmel bir ürün. Yıllardır kullanıyorum,1
1577,1577,Mükemmel bir ürün.fiatı uygun.kargo hızlı.,1
2105,2105,Mükemmel tek kelimeyle hayatınızı kolaylaştırıyor gerçekten,1
1911,1911,Mükemmel telefon kargo çok hızlı geldi cumartesi akşam sipariş verdim pazartesi öğlen eve getirdiler teşekkürler hepsiburada. Telefonun özelliklerinden bahsetmeye zaten gerek yok bu giyata en iyisi diyebilirim...,1
2085,2085,Mükemmel ve orjinal ürün. Genç çocuğum için aldım. Ebatını büyük zannediyordum. Ergonomik küçük bir yapısı varmış :) Fiyatı çok pahalı. Daha ulaşılabilir rakamlarda olmalı.,1
1370,1370,Mükemmel ötesi,1
1379,1379,Mükemmel ötesi bişey,1
1875,1875,Mükemmel. Eşime hediye almıştım 10 aydır kullanıyor çok memnun. Ben de iphone'dan redmi ye geçmeyi düşünüyorum.,1
1583,1583,"Müthis ürün, indirim yakalayınca hemen kapın",1
1774,1774,Müthiş,1
2167,2167,Müthiş bir ürün. Kesinlikle tavsiye ederim. Saklama kabı aynı zamanda şarj cihazı olduğu için ürün her zaman kullanıma hazır. İyi düşünülmüş.,1
1794,1794,"Neden 3 yıldız gibi soru işaretini açıklamak gerekirse konu günümüz şartlarının telefonlar üzerindeki etkileri hatta daha doğrusu paramızın gün ve gün odaklı değer kaybetmesi, haliyle biz bu doğrultuda buna bugün f/p olayı diyoruz. Daha fazla efor sarfeder çalışırsınız, az kazanırsınız, kazandığınız miktarın değeri yoktur, harcadığınızda, gerçekte aldığınız ürün çok değerli olmamasına rağmen fiyatı yüksektir ve kazanılan para/alınan ürün orantılı olarak çok daha fazla ödersiniz. Üzerine daha bir de o fiyatı verdiğiniz gibi küçük birde kargo ücreti talep edilir onuda ödersiniz. Bu durumda öderde ödersiniz. Kargonun teslimatı konusunda ise şeffaf olunmalı, sonuçta onca yolu siz teslim almak için gidip gelseniz hemde 1-2 gün içinde karşılığında da cüzî bi miktar verseler ve deseler ki size ""nerede kaldınız..!"" ne düşünürdünüz.",1
2046,2046,"Neden daha önce almamışım dedim. Evde olduğumuz bu günlerde telefonla fazlaca vakit geçirince almaya karar verdim. Kesinlikle işe yarayan teknoloji 👍 ben koruma kılıfı da aldım, tavsiye ederim.",1
2416,2416,Normal zamanında geldi kargo gayet düzgündu. Uzun dönemde kullanımda sıkıntı yaşamadım kampanyadan aldim memnunum,1
1418,1418,Normalde Lash Sensational Black  serisini kullanıyordum bunuda denedim Buda gayet başarılı ürün kıvrımı güzel ve hızlı kargo 😇,1
2487,2487,Normalde de kullandığım bir ürün. Koruma bandıyla geldi. Teşekkürler,1
2382,2382,Note 10 lite ve note 10 arasında kalanlar için deneyimlerimi paylaşayım.,1
2428,2428,Note 20 den daha iyi diyebilirim :),1
2431,2431,Note 20 çıkmış!!!peh samsung hiçbir yenilik getirmedi. Güç tuşunu sağ tarafa almışlar o kadar. 6200 oldu ju telefon bu gün. Varsa elde alınır paşa paşa kullanılır,1
1780,1780,Note 8 128 GB Beyaz modelinde dün telefonun ilk kurulum asamasindayken gmailden yedeklemeleri yukluyordu telefonda bir ısınma meydana geldi bazı arkadaşlarda internette yazmış ama abartılacak boyutta değil telefonu oyun oynamak için alacaksanız sorun yaşayabilirsiniz işi değerleri daha da artabilir. Ama günlük kullanımlar için bence en mantıklı f/p cihazı !,1
2388,2388,Note 8 den geçiş yaptım. Mevcut amiral gemilerinin fiyatları göz önüne alındığında tercih edilmesi en uygun cihaz olduğunu düşünüyorum,1
1907,1907,O fiyata oldukça iyi. Marka takıntısı olmayanlara tavsiye edilir.,1
2430,2430,O hızla ilerleyen teknoloji artık fetret devrine girdi galiba :),1
2044,2044,"O kadar çabuk geldi ki gerçekten çok şaşırdım öncelikle hepsi burada satıcısına çok teşekkür ederim. Ürüne gelecek olursak gerçekten Apple kalitesi bambaşka arkadaslar kulağınızda yok gibi, ses kalitesi muhteşem. Telefonla konuşurken karşı taraf kulaklık olduğunu kesinlikle anlamıyor. Gelir gelmez Apple dan sorgulamasini yaptım ürün orijinal garantisi de hemen başladi. Herkese tavsiye ederim verilen parayı sonuna kadar hak ediyor.",1
2455,2455,OP PRODUCT,1
2072,2072,"Ogluma hediye aldım cok memnun, almak isteyene tavsiye ederim .",1
1353,1353,Okumuş olduğum ürün hakkındaki değerlendirmeler izlediğim videolar beklentimi çok yükselterek ürünü aldım ve beklentimin üzerinde çıktı herkese şiddetle tavsiye ediyorum,1
2254,2254,Oldukça hafif ve kullanışlı bir ürün. Ben memnun kaldım şimdilik. Güzel paketleme zamanında teslim edildi.,1
2459,2459,Olumlu,1
2355,2355,On numara cok beğendim kablolu faremden daha iyi kesinlikle tavsiye ederim,1
1714,1714,On numara guzellllll,1
1465,1465,Orijinal kutusunda paketinde ozenli geldi ustelik indirimli fiyat kacmaz tesekkurler,1
2160,2160,Orijinal Ürün,1
2125,2125,Orijinal ürün teşekkürler Hepsiburada,1
1629,1629,Orjinal,1
2137,2137,"Orjinal bir ürün, çekinmeden alın derim",1
2158,2158,Orjinal zamanında geldi👏👏👏,1
2509,2509,Orjinal ürün,1
2100,2100,Orjinal ürün olduğunu söyleyebilirim.,1
2182,2182,"Orjinal ürün, kargolamada Hepsiburada tarafından çok güzel bir şekilde yapıldı. Karantina döneminde Hepsiburada ekibine çok teşekkürler, ürünler sağlıklı bir şekilde tarafımıza ulaştırıldı...",1
2193,2193,Orjinal ürün...,1
2174,2174,"Ozellikle online toplantilarimda cok ise yariyor, tavsiye ederim, cok kullanisli.",1
1852,1852,PAHALI TELEFONLARLA ES DEGER DONANIM VE KULLANISA SAHIP  1 YILA YAKINDIRDA KULANIYRUM ARKADAS TAVSIYESI ÜZERİNE ALDIM COKDA MEMNUNUM ALMAK İSTEYENLERE TAVSIYE EDERIM,1
2322,2322,Pahalılar ama gerçekten değer . Bu seri avuç için için biraz küçük gelebilir. Genelde bayanlar için daha uygun bir ürün olduğunu düşünüyorum.  Bundan dolayı m185 tercih edilebilir. Birde bu ürünleri artık standart olarak unify yapmalılar.,1
1548,1548,Paket özenli şekilde sarılmıştı  emeğinize sağlık. Hücre düşünmeden alış veriş yapabileceğim tek adressin hepsi burada,1
1405,1405,Paketleme güzel ve klasiklerden oldu artık kaliteli,1
1517,1517,Paketleme özenli ve fiyat çok çok uygun teşekkürler,1
2538,2538,Paketlemesi ve  Kargo hızı müthiş. İlk defa kullandım ve çok sevdim sıcakta falan akma yapmıyor topaklanmıyor ve çok yoğun gösteriyor tavsiye ederim,1
1873,1873,Pandemi döneminde çok uygun fiyata aldık. Kargo 1 günde geldi.  Eşim kullanıyor. Çok güzel bir telefon.,1
2093,2093,Param olsada iki tane alsam,1
1704,1704,Parasının hakkını veriyor 👌🏻,1
1827,1827,Pazartesi sipariş verdim Perşembe günü geldi ürün süper teslimat çok hızlı teşekkürler Hepsiburada,1
2096,2096,Pek açıklamaya gerek yok sanırım,1
1387,1387,Perfect,1
2464,2464,Performans harika ekran güzel,1
2407,2407,Pil yetetince kapasiteli değil. Yoğun olmayan kullanımda dahi günü çıkarmıyor.,1
1416,1416,Piyasadaki en iyi maskara. Yok yoğun göstersin yok uzatsın diye bir sürü reklam yapıyorlar. Hepsi bir arada. Normali de ekstra siyahı da şahane. Alın aldırın,1
2311,2311,Piyasaya göre fiyatı çok uygundu. Güzel sağlam çıktı,1
2203,2203,"Piyasaya göre uygun fiyatlı ve son derece iyi bir alışveriş oldu, alır almaz Apple'ın resmi sitesinden garanti durumunu sorguladım, her şey sorunsuz.",1
2324,2324,"Plastik kalitesi biraz düşürülmüş gibi geldi, algılama ve hassasiyet te sorun yok.",1
2122,2122,Pratik sıkıntısız lakin basit bir bluetooth cihazı için çok pahallı. Fiyatından dolayı 4 yıldız.,1
1824,1824,Pubg de normalde 60 FPS vermesi gerekirken optimizasyon uyumsuzluğu nedeniyle 30 FPS oynanabiliyor.Bu snapdragon 665 yüzünden degil birtakım yazılımsal sorunlar yüzünden. Yani pubg oynayacaksaniz bu telefon çok akıcı değil.Ama diğer oyunları canavar gibi oynayabilirsiniz.,1
1816,1816,Ram 6 olsaydı daha iyi olabilirdi. diğer özellikleri güzel. En önemlisi Xiaomi Türkiye distribütör garantili olması!,1
1905,1905,Redmi note 8 çok iyi bir telefon piyasada alınabilir en iyi telefon,1
1796,1796,"Resim eklemeye gerek görmedim, zaten tonlarca görsel, bilgi, döküman, detay, video, vs. mevcut ki benim eklememin hiçbir anlamı da olmayacak.",1
1486,1486,Resimdeki ürünle gelen ürün aynı değil,1
2498,2498,Rimel çok başarılı kirpikleri gerçekten uzun ve hacimli gösteriyor.,1
1866,1866,SAR değerine dikkat edenler için bence bu özelliklerde harika bir telefon,1
1710,1710,Sabahtan aksama kadar pubg oynaniyor telefonda gayet kullanisli,1
1819,1819,"Salı akşam 5te verdiğim sipariş ertesi gün akşam yye elimde oldu. Kargo çok güzel paketlenmişti ve hızlı geldi bunun için tebrikler öncelikle. Telefona gelirsek, çok şık ve kibar bir telefon. Ben beyaz rengini aldım, iyi ki beyaz almışım. Ekranı, görüntü kalitesi çok güzel. Şarjı tam doldurmada 24 saatten fazla gidiyor. En başta bunun için tercih etmiştim zaten telefonu, beni pişman etmedi. Kamerası gayet başarılı, geniş açı, makro, ön kamera, gece çekimi hepsini denedim sonuçlar gayet güzel. Bu fiyat aralığında alınabilecek en iyi telefonlardan biri gerçekten. Uzun vadede kimseyi pişman edecek bir ürün değil.",1
2420,2420,"Samsung S7 den geçtim, geçmesem de olurmuş. Neticede iki telefon da gayet güzel.",1
2418,2418,"Samsung S8'den sonra elde tutmak ilk başlarda biraz zor geldi ama hız, ekran, kamera gayet güzel.",1
2441,2441,Samsung kalitesiyle donatılmış memnun kaldığım bir cihaz,1
2380,2380,Samsung note serisini zaten ailecek kullanıyoruz. Ürünü o kadar hızlı teslim ettiler ki şaşırdım. Mükemmel paketlemişti.,1
2429,2429,Samsungun note serisi gerçekten vazgeçilmez. Bu telefondaki tek eksik şarjının 1 günü çıkaramaması,1
1855,1855,Satıcı Hepsiburada olarak aldım. Hızlı kargo ve özenle paketlenmiş olarak geldi. Telefonu anlatmaya gerek yok ülkemiz şartlarında fiyat ve performans olarak alınabilecek en iyi ürünlerden birisi. Teşekkürler Hepsiburada.,1
1696,1696,Satıcı firma olan “Birtane Firması”nın hayatımda rastladığım en güvenilir firma olduğunu söyleyebilirim. Aldığım üründe çıkan problemi aramızda 1014 km olmasına rağmen jet hızıyla çözdüler. Gerek firma sahibi Mehmet Birtane gerekse firma çalışanı Sercan Özkaynak'a tekrar teşekkür ederim. Bundan sonra internet üzerinden alacağınız ürünün satıcı firmasının “Birtane telekom”olmasına dikkat etmenizi tavsiye ederim. Gözünüz kapalı güvenebilirsiniz.,1
1705,1705,Satıcıya geçde olsa teşekkürü borç bilirim alalı epey oldu ısınmada yok çok başarılı şarjı uzun gidiyor gayet hızlı teşekkürler,1
1733,1733,"Satış rakamları ne kadar iyi bir cihaz olduğunu gösteriyor ,fiyat performans ürünü , fakat zam elince biraz fiyatı yükseldi",1
2009,2009,Sağ kulağıma tam otururken sol kulağımdan düşüyor. Bunun dışında hiç bir sorunu yok.,1
2140,2140,Sağlam temiz geldi ürün,1
1501,1501,Senelerdir kullandığım bi ürün bayılıyorum ve bu fiyata harika,1
1995,1995,Sepette 20TL indirim olduğunu görünce aynı gün teslimat seçeneğine +20TL verdim. Kargo bir kaç saat içerisinde bana ulaştı. Ürünü değerlendirmeye gerek yok. Son derece kaliteli.,1
2028,2028,Ses kalitesi hızı vs süper sadece resimde görüldüğü gibi kutuda zamanla kirlenmeler oluyor üst kapakta görüldüğü gibi  aynalı etiket aldım ama alt üst takınca kapağı gerdi bende altı çıkardım alacak olan bu lekelere alışsın . Kulaklığın şarjı yaklaşık 5 saat gidiyor yarım saat kadar şarj oluyor . Müzik uygulaması olarak iPhone’lara foobar2000 öneririm DSP efektleri ile tam verim alırsınız,1
2517,2517,Sevdiğim ürün,1
1582,1582,Severek kullanıyorum ilk defa maskarayi bu kadar sevdim.,1
2365,2365,"Sezginbilgisayar adlı satıcı firmadan alımını gerçekleştirdim. Üründen önce firmaya teşekkğr ediyorum. Ürünü her ne kadar daha önce kullanmış olup güzel tecrübelerim olsada Sezgin bilgisayarın bana vermiş olduğu hizmet bana ayrı bir mutluluk verdi. Ürünü çok basitçe tarif etmek gerekirse ne elinizin içinde kayboluyor ne de klasik mouse kadar büyük. Kullanışlılık, bağlanılabilirlik ve taşınabilirlik açısından en ideal ürünlerden bir tanesi. Markayı zaten anlatma ihtiyacı hissetmiyorum kendini kanıtlamış sektörde yer bulmuş yüksek klasmanda olduğunu düşündüğüm bir marka.",1
1373,1373,Simmsiyahh yapıyor hacim vermiyor ama baya uzatıyorr,1
2198,2198,"Siparis verdikten 48 saat sonra elimdeydi. gayet guzel paketlenmis ve orijinal bir urun, gelir gelmez seri numarasini girerek apple.com.tr den garantisini de baslattim. sarji gayet uzun gidiyor. kesinlikle dusunmeden alinir.",1
1946,1946,Sipariş süreci sorunsuz tamamlandı. Hızlı ve sorunsuz gönderi için öncelikle hepsiburada ya teşekkür ediyorum. Ürün orjinal arkadaşlar EVOFONE etiketli yani resmi garantili (Satıcı:Hepsiburada). Herhangi bir sıkıntı yaşamadım ürünle ilgili gayet stabil çalışmakta. Telefonu zaten anlatmaya gerek yok.,1
2180,2180,Sipariş verdikten 1 saat sonra kargoya verildi.Sonraki günün akşam üstüne doğru geldi.Üründen bahsetmeye gerek yok zaten kalite akıyor.Telefonun bluetoothunu açtığım gibi bağlandı.Aplle sitesine girip garantiyi başlatmayı unutmayın.,1
1843,1843,Siparişi 27 Mayıs'ta verdim 29 Mayıs'ta elime ulasti. Kargo firması olarak hepsijet ile geldi. Ben bu kadar çabuk elime ulasacagini beklemiyordum acikcasi.,1
1779,1779,"Siparişi 31 Aralık'ta verdim 2 ocakta elime ulasti. Kargo firması olarak hepsijet ile geldi. Ben bu kadar çabuk elime ulasacagini beklemiyordum acikcasi. 3 model arasında kalmistim. Note8 pro redmi note 8 mı A3. Note 8 proyu mediatek işlemciyi gördüğüm gibi aklımdan cikardim, eski telefonumda bu islemciyi kullanıyordu, ısınma sorununun önüne gecebilmek icin sıvı soğutmalı bir paneli olsa da ben note 8 proyu onermem. Bu arada 2 senedir a2lite 4 ram 64 GB ürünü kullanıyorum. Saf android bir süre sonra sıkıyor. Redmi note 8 ile mı A3 yakın fiyat bantlarında ve en çok kıyaslanan 2 telefon. A3u de redmi note 8 i de gittim inceledim. A3 te 720 çözünürlüge sahip amoled ekran olmamış ayrıca Android one işletim sistemi telefon alırsanız benim gibi 2 seneye yakındır deneme tahtası olursunuz. Ben mi arayüzünü beğendim gayet akıcı bu arada ön kamerasini baya begendim gece çekimlerinde birşey beklemeyin Google cam ile daha iyi sonuçlar da veriyor.",1
1515,1515,Siper fiyat daha once kullandim,1
2478,2478,"Sitede 10 yıldız üzerinden değerlendirme olsa 10 yıldızı hiç düşünmeden veririm bu ürüne. Muhteşem yıllardır kullandığım, ara ara methini duyduğum başka rimelleri denemiş olsam bile yine kullanmakta karar kullandığım tek rimel",1
1454,1454,Son derece kaliteli bir ürün sadece 3 gün içinde elime ulaştı ambelajı sorunsuzdu çok teşekkür ederim,1
2159,2159,Sonuna kadar hakediyor fiyatını,1
2037,2037,Sorgulatıp orjinal olduğu konusundaki fikirlerinizi kesinleştirip doğrulayabilirsiniz.,1
1711,1711,Sorunsuz teslimat yapıldı ürün de gayet güzel android kullanımı kolay.,1
1986,1986,Sorunsuz ürün..,1
2026,2026,Sorunsuz.,1
2214,2214,Süper bir çanta. Ebatı büyük anneler için ideal.Paketleme ve korgolamada çok iyi teşekkür ederim,1
2192,2192,Süper hiç sıkıntsız,1
2494,2494,Süper inanılmaz iyi,1
1404,1404,Süper kirpikleri uzun gösteriyor akmada yapmıyor,1
1384,1384,Süper performans,1
1697,1697,Süper satıcı,1
2377,2377,Süper sevdiğim marka,1
2195,2195,Süperrrr...,1
1496,1496,Süperrrrrrr,1
2518,2518,Sürdükten yarım saat sonra suratınıza pul pul dökülüp dağılıyor,1
1429,1429,Sürekli kullandığım bir maskara bu sefer hem de daha yoğun siyahlık veriyor beğendim..,1
1545,1545,"Sürekli kullandığım bir maskara, koruma bandı üzerinde ve ıyi paketlenmiş bir şekilde geldi ve tek kullanımlık  lorel saç serumu hediye göndermişler, hepsiburada güvenli bir site teşekkür ediyorum",1
1431,1431,"Sürekli kullandığım bir ürün zaten, beğeniyorum. Sorunsuz kargo. Teşekkürler.",1
2262,2262,TAM F/P ÜRÜNÜ ÇOK BİŞE BEKEMEYİN,1
2267,2267,Tabi ki tartışmasız Logitech kalitesi.,1
2131,2131,Tam beklediğim gibi geldi. Teşekkürler.,1
2165,2165,Tam istediğim gibi,1
1481,1481,Tam performans,1
2209,2209,"Tamamen gürültü engelleyen kulak içi kulaklıklar bende baş ağrısı yaptığı için bu modeli tercih ettim. Dışardaki sesleri kesmiyor ama benim için sorunde değil. Eğer dışarıdan ses gelmesin, gürültü engellensin diyorsanız pro modeli alın",1
2445,2445,Tavsiye ediyorum.,1
2543,2543,"Tek bir kat bile yetiyor, Loreal'in vazgeçilmez kalitesi..",1
1736,1736,Tek derdimizi arka kamerası toz alıyor,1
1990,1990,Tek kelime ile harika yaklaşık 1 senedir kullanıyorum çok memnunum iphone fan MacBook’a bağlantı geçişleri çok hızlı ses kalitesine diyecek bir şey yok başka markalarında kulaklıklarını kullandım ama hiçbiri AirPods kalitesi vermiyor. Kesinlikle tavsiye ederim.,1
2047,2047,Tek kelimeyle inanılmaz. gerçketen hepsijet olarak geldi dün akşam üzeri verdiğim sipariş bu sabah erken saatte elimde görünce çoka girdim baba özel araçla gelmiş gibi :) şuan deniyorum eğer üst düzey kullaklık kullanmadıysanız bas vs çok önemli değilse kısacası appleın kendi kulaklığını kullandıysanız bu fazlasıyla çok daha iyi benim kulağımı hiç rahatsız etmedi bünyeden bğnyeye değişebilir. hepsiburadadan bir çok şey aldım ne iadede nede aldığım üründe bir sıkıntı yaşadım tekrar teşekkürler,1
2021,2021,Tek kelimeyle muhteşem 😍,1
2068,2068,Tek kelimeyle mükemmel alın emin olun bu parya değdi hatta performansın agöre parası az diyeceksiniz Maşallah apple,1
2211,2211,"Tek kelimeyle mükkemmel. Derisi sert, sapları çok açık rengi sırıtırmı acaba diye tereddüt etmiştim ama hiç öyle düşündüğüm gibi çıkmadı.  Hepsiburada’ya ve pierre cardi ne teşekkürler. Kalite, güzellik, fiyat çok memnun kaldım.",1
1765,1765,"Teknik olarak değil, direkt kullanım olarak deneyimimi artılarıyla, eksileriyle ve normalleriyle paylaşacağım. + ebat anlamında ideal. biraz daha büyük olsaydı rahatsızlık verebilirdi.+ ağır olmasına rağmen, kullanım esnasında hiç ağırlığını hissettirmiyor. sanırım iyi bir tasarım sonucu böyle.+ ekran çözünürlüğü ve parlaklığı gayet iyi.+ dokunmatik hassasiyeti gayet iyi.+ hoparlör performansı başarılı.+ cihazın akıcılığı ve hızı başarılı. uygulamalar hızlı açılıyor.+ arka kamera gündüz ve akşam çekiminde gayet başarılı. ön kamera ise iyi.+ mevcut adaptörü ile %20 şarjdan, %98'e yaklaşık 1,5 saatte şarj oldu. hızlı sayılır. fakat yüksek kapasiteli adaptör ile hızlı şarj özelliğinden daha etkin faydalanılabilir.+ parmak izi okuma kapasitesi gayet başarılı. yormadan okuyor.- şarj adaptörü biraz daha küçük olabilirdi.- kulaklık dahil olabilirdi./ ahize sesi oldukça yüksek fakat biraz boğuk gibi./ pil ömrü konusunda konuşmam erken olacaktır, bir kaç günlük kullanımla belli olur fakat yine de olağanüstü bir durum görmedim.sonuç:fiyata bakılırsa gerçekten iyi bir cihaz olduğu aşikardır. aksi iddia edilemez.",1
1847,1847,Telefon Xiaomi Türkiye garantili. Özellikle buna özel garanti belgesi mevcut.,1
1954,1954,Telefon bu fiyata gerçekten çok iyi bir telefon. 2000 tl altında bir telefon bakıyorsanız kesinlikle bunu alın. Biraz daha vermek isterseniz Pro modelini alabilirsiniz. Telefon Evofone garantili geliyor soranlar için.,1
1853,1853,"Telefon elime 2 günde ulaştı paketlenmesi iyi ve telefon çok güzel almak isteyenlere öneririm gayet güzel, kullanışlı ve akıcı telfon",1
1814,1814,Telefon elime 5 günde ulaştı.Aras kargo adrese getirmedi Şubeye gidip teslim aldım. Telefona diyecek en ufak bir şey yok. Herşey mükemmel kargo da sağlam geldi.  Teşekkür ederim.,1
1931,1931,Telefon elime beklediğimden erken geldi iki adet almıştım sorunsuz geldi garantilerini sorgulattim onlardada sıkıntı yok her türlü sıkıntida gondere bilirim,1
2442,2442,Telefon fiyat performans cihazı fakat kargoda yaşanan aksaklıklar bu aralar sık sık yaşanıyor çözüm getirmeleri iyi olur,1
